timestamp,outcome,transaction_id,batch_label,http_status,amount,final_intent,final_status,llm_intent,guardrail_overridden,rule_applied,action,audit_log_id,error
2026-09-03 10:38:44,BLOCKED,22107054-9ef9-4bd0-b258-9a8d7a2d1ca5,high_risk,201,38441.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,559de4ea-25ba-4d95-8432-1f5ca9f4d140,
2026-09-03 10:38:44,BLOCKED,7806b620-07ac-45c1-92e9-867b2c483d9e,high_risk,201,40769.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,3e76eded-6b4a-4777-b317-d5383bdb2d2f,
2026-09-03 10:38:44,RECOVERED,5b4844db-b261-4324-a696-9a78a1062a77,standard,201,9940.0,retry_now,RETRIED,retry_now,False,,APPROVED,1f444cb8-c80e-47bb-b176-b975a56df383,
2026-09-03 10:38:44,BLOCKED,19936334-0c08-4c08-ae3f-e3528a38a13e,fraud,201,8807.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,3b628c95-491f-4ae6-a75e-aa23feda9494,
2026-09-03 10:38:44,RECOVERED,c4f645c6-7580-45b4-9dd6-99e2b937a6f7,standard,201,1688.0,offer_emi,EMI_OFFERED,offer_emi,False,,APPROVED,8216584a-48a8-44e8-8468-1e88d7f33e6f,
2026-09-03 10:38:44,BLOCKED,1b86ac5a-77d5-4e32-8dd0-e2cc454d5c02,high_risk,201,74777.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,6f73b309-5c19-4315-9b8c-a5d956fdf01f,
2026-09-03 10:38:44,RECOVERED,f4385e39-beb3-4632-8219-f2b4e7c917b5,standard,201,9169.0,retry_now,RETRIED,retry_now,False,,APPROVED,3ece52de-107d-42c3-9167-12b66f8400a1,
2026-09-03 10:38:44,BLOCKED,a81953ce-d9e7-48dc-bdeb-be4f6910de13,fraud,201,7600.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,55d3e0c2-2117-4d76-983f-ca3be237dacb,
2026-09-03 10:38:44,BLOCKED,0c5d7e11-b82b-4f2d-b24f-ba12b2c0d494,high_risk,201,32619.0,escalate_to_human,ESCALATED,retry_now,True,RULE_HIGH_RISK_ESCALATE,APPROVED,4932b340-e41a-476c-8c8d-3c39b57fe284,
2026-09-03 10:38:44,RECOVERED,f085c3f2-8e81-434d-a8c7-e7b4fdb5542f,standard,201,5611.0,retry_now,RETRIED,retry_now,False,,APPROVED,c218c3e0-f9c6-415a-a9a4-14635d9700da,
2026-09-03 10:38:44,RECOVERED,e7bcbb11-fa51-4da5-b360-590b4551523b,standard,201,7365.0,retry_now,RETRIED,retry_now,False,,APPROVED,329e6705-63a2-4ad5-9aaa-f8b6d77aa76d,
2026-09-03 10:38:44,RECOVERED,4f5e5062-cdb5-4c67-a638-e6e0cd3f7bbf,standard,201,3685.0,retry_now,RETRIED,retry_now,False,,APPROVED,8a74e642-11d8-4259-a38c-5efdcd5d9ab8,
2026-09-03 10:38:44,RECOVERED,24f48d4b-6d18-4524-a988-e2dfa5ff0712,standard,201,7978.0,retry_now,RETRIED,retry_now,False,,APPROVED,6e818c69-d519-4175-ab8c-f872b92d03f4,
2026-09-03 10:38:44,RECOVERED,15efacfc-f1d6-4f57-8b66-5e5e6d4b7fb7,standard,201,9166.0,retry_now,RETRIED,retry_now,False,,APPROVED,b16cd187-456c-4416-be98-596449bebd1c,
2026-09-03 10:38:44,BLOCKED,a6ad4f2e-710c-4fbd-ae68-f45240ffb157,fraud,201,4486.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,5b6da15b-de9e-4158-825c-b79cb31c0b19,
2026-09-03 10:38:44,RECOVERED,73053127-e99a-4486-9b74-ffda2e9fcc89,standard,201,9905.0,retry_now,RETRIED,retry_now,False,,APPROVED,5bc7c69a-90fc-4a30-9d81-6c64c76f14a6,
2026-09-03 10:38:44,BLOCKED,c9b00b4f-2885-42a6-a43a-3373dc468a21,fraud,201,41989.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,1b3cd4db-27e8-46fc-b096-f21ab96abb5f,
2026-09-03 10:38:44,BLOCKED,8959a64b-7338-4f91-a253-765789c9ce32,high_risk,201,27502.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,4fc86cb7-03aa-4ca2-aaea-b13bbcb8cb12,
2026-09-03 10:38:44,BLOCKED,fb838ca2-9da2-4dc9-9931-cb9825094401,fraud,201,44823.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,9ce6d098-73c8-4a0b-aaac-4d6764ca9c90,
2026-09-03 10:38:44,BLOCKED,2d041560-67f7-4bd1-9a58-be1e2d6936e2,fraud,201,38374.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,dc6c2dec-cca2-4567-9aac-91093b9962ed,
2026-09-03 10:38:44,BLOCKED,da11e664-d73b-4056-aac6-e28b7421e521,high_risk,201,68911.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,a11f6205-5457-4d1d-8f5b-fe0aa62aa6b5,
2026-09-03 10:38:44,RECOVERED,c4dc0135-dd8d-4758-9ec4-1e11d8a8681c,standard,201,8488.0,offer_emi,EMI_OFFERED,offer_emi,False,,APPROVED,af8b886a-0187-440a-a8d3-f4346a150c38,
2026-09-03 10:38:44,RECOVERED,30711e0c-4014-4884-b222-a69114529e46,standard,201,1629.0,retry_now,RETRIED,retry_now,False,,APPROVED,fb658f43-3f71-4b76-ba9b-b0366c985faf,
2026-09-03 10:38:44,RECOVERED,2c2762fa-4eea-4c2a-84ed-54350901ca27,standard,201,2184.0,retry_now,RETRIED,retry_now,False,,APPROVED,70de2223-29b4-4cd8-a519-782578eeefca,
2026-09-03 10:38:44,BLOCKED,67a61fa7-09d1-4dbc-a6dd-d255869327b2,high_risk,201,61946.0,escalate_to_human,ESCALATED,retry_now,True,RULE_HIGH_RISK_ESCALATE,APPROVED,013d7aeb-97cd-4f24-8c5a-4005488da37e,
2026-09-03 10:38:44,BLOCKED,dda20e3d-e666-448a-8a44-bf1b1fc25f1d,standard,201,658.0,escalate_to_human,ESCALATED,escalate_to_human,False,,APPROVED,252539a8-61fe-499a-96ad-99ce686b53da,
2026-09-03 10:38:44,BLOCKED,2b40ec65-77c9-4cb0-9672-9a352a64a145,fraud,201,1899.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,717613a5-83cb-4c11-8e61-9fdaf6a78931,
2026-09-03 10:38:44,RECOVERED,7f1e6b6b-4605-49d5-8237-629db7a3918f,standard,201,9575.0,retry_now,RETRIED,retry_now,False,,APPROVED,7393743c-25d1-4a33-a840-6499989e9c70,
2026-09-03 10:38:44,RECOVERED,0a77cbab-517f-4fa1-a3c2-de6318809ef8,standard,201,2271.0,retry_now,RETRIED,retry_now,False,,APPROVED,ea2ec658-7994-4ade-93e9-583f3b0ca6fa,
2026-09-03 10:38:44,RECOVERED,1413a150-ef74-47cb-a8d2-5331659ca081,standard,201,8439.0,retry_now,RETRIED,retry_now,False,,APPROVED,743e063a-dc76-4919-b896-ea28639f3499,
2026-09-03 10:38:44,RECOVERED,dffe46d6-5e91-4d0a-9bff-a95284c02606,standard,201,5991.0,retry_now,RETRIED,retry_now,False,,APPROVED,8ffbedbc-1b3c-48cb-9470-a41f498af139,
2026-09-03 10:38:44,RECOVERED,262a7e4a-30dd-4e9e-9a99-fe8255dc3962,standard,201,2541.0,retry_now,RETRIED,retry_now,False,,APPROVED,909bf55b-764b-463c-a846-5bc08b40953c,
2026-09-03 10:38:44,RECOVERED,502fd298-2853-4721-a674-4a2ff3b7fdf8,standard,201,3224.0,retry_now,RETRIED,retry_now,False,,APPROVED,0bdc03e4-07df-432f-91ea-63d2be9a2880,
2026-09-03 10:38:44,RECOVERED,2e3b251a-8564-44cd-b72a-8ae9a292d678,standard,201,6029.0,retry_now,RETRIED,retry_now,False,,APPROVED,ed3b5864-d820-4942-be7d-60233c8c83bd,
2026-09-03 10:38:44,BLOCKED,49bd3bbf-b53a-4dc9-8773-94ab7ace21d7,fraud,201,12010.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,290d0a0b-d549-47f0-880b-9552e6d9664d,
2026-09-03 10:38:44,RECOVERED,71289772-c4cc-4763-a8fd-72be655406b7,standard,201,6430.0,retry_now,RETRIED,retry_now,False,,APPROVED,f1c8cd3b-cf7f-48ae-9c77-8129d8ded883,
2026-09-03 10:38:44,RECOVERED,82adfb84-7828-43ec-b5f1-247c5bce81e6,standard,201,4027.0,retry_now,RETRIED,retry_now,False,,APPROVED,7d944260-c92d-4eb3-9e7e-598cc3890b53,
2026-09-03 10:38:44,RECOVERED,d88c3956-48bc-412b-8e05-391be695124b,standard,201,6264.0,retry_now,RETRIED,retry_now,False,,APPROVED,88bdaeff-6002-4c79-8115-7a98a76a3837,
2026-09-03 10:38:44,BLOCKED,a48d6cee-6444-4783-9388-b93bf688f84b,high_risk,201,68290.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,7eebb55f-8490-42e4-9de5-6ddcb6d2f915,
2026-09-03 10:38:44,RECOVERED,29f37be0-f49c-47f0-9803-dfcea60bf0fd,standard,201,7432.0,retry_now,RETRIED,retry_now,False,,APPROVED,1c296dd1-c5e5-4952-b752-15696475ffb6,
2026-09-03 10:38:44,RECOVERED,29a983f4-9d2b-4dda-8f98-e4248bb07779,standard,201,5538.0,offer_emi,EMI_OFFERED,offer_emi,False,,APPROVED,03434fa7-f056-4185-8d26-b2a540be3010,
2026-09-03 10:38:44,BLOCKED,26d09fc6-8e4d-407f-b1fc-3073f58e2183,high_risk,201,72067.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_HIGH_RISK_ESCALATE,APPROVED,25fa2750-ff86-4682-bfe4-dbc94b72c467,
2026-09-03 10:38:44,RECOVERED,73cfd391-943d-48b9-8e17-1911ed4b8304,standard,201,8780.0,retry_now,RETRIED,retry_now,False,,APPROVED,dbfc9c41-e950-4b23-87a7-6889b273a165,
2026-09-03 10:38:44,BLOCKED,1da6fd12-45f1-4a78-a0f4-dadf1e85c9dd,fraud,201,6609.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,76734f36-a2b2-4e19-b9d1-36a016e9775f,
2026-09-03 10:38:44,RECOVERED,882aa39b-7772-4d68-9049-6b7a4d561776,standard,201,4082.0,offer_emi,EMI_OFFERED,offer_emi,False,,APPROVED,d1a78ef7-234e-49a8-8143-1a1a1042e81f,
2026-09-03 10:38:44,RECOVERED,75dafe4f-aa1e-4870-b053-9b0c41b03f0a,standard,201,2125.0,retry_now,RETRIED,retry_now,False,,APPROVED,10047d5d-56d7-48e9-8161-8c0e264b703c,
2026-09-03 10:38:44,RECOVERED,811dd249-7d25-46af-855b-32bda7ff1660,standard,201,5478.0,retry_now,RETRIED,retry_now,False,,APPROVED,3f03358d-fc77-4076-870d-d0121bdd788d,
2026-09-03 10:38:44,RECOVERED,3aeefb67-5d62-4fc4-aa6e-6f9de00e6fba,standard,201,8541.0,retry_now,RETRIED,retry_now,False,,APPROVED,ecc7c24a-2be6-4558-9a0d-8465f81887db,
2026-09-03 10:38:44,BLOCKED,0d6775d6-7c6c-4a81-b161-c8add2a198d9,fraud,201,40411.0,escalate_to_human,ESCALATED,escalate_to_human,False,RULE_FRAUD_ESCALATE,APPROVED,3cfe1ea7-21b0-4c8f-a200-c4913649be85,
2026-09-03 10:38:44,RECOVERED,0322fcf3-6ee9-4cb0-8489-5db2d5907587,standard,201,8879.0,offer_emi,EMI_OFFERED,offer_emi,False,,APPROVED,d240e08a-4d30-44a4-a132-65f72b4ca69a,
2026-09-03 10:38:44,RECOVERED,75b5afc0-a883-4b3b-8c06-05515de72675,standard,201,1669.0,retry_now,RETRIED,retry_now,False,,APPROVED,9855b893-f89d-432e-b811-bc0b61fea07c,
2026-09-03 10:38:44,BLOCKED,cd5b7b9d-34ed-426e-9528-ce1dfe379b07,standard,201,2996.0,escalate_to_human,ESCALATED,escalate_to_human,False,,APPROVED,370fa1dd-931f-4c75-88c4-9f06e7781578,
